Species,dnds,Gene,Mutualist,Pair,Transition
Bradyrhizobium_oligotrophicum,0.0622895,OG0001798,F,b,loss
Bradyrhizobium_icense,0.0691306,OG0001798,M,b,loss
Microvirga_subterranea,0.0258142,OG0001798,F,d,gain
Microvirga_vignae,0.0549567,OG0001798,M,d,gain
Azorhizobium_caulinodans,0.0323071,OG0001798,M,c,gain
Xanthobacter_autotrophicus,0.0303511,OG0001798,F,c,gain
Paraburkholderia_caribensis,0.0145009,OG0001798,F,h,gain
Bradyrhizobium_oligotrophicum,0.0144908,OG0001802,F,b,loss
Bradyrhizobium_icense,0.0352347,OG0001802,M,b,loss
Microvirga_vignae,0.0223251,OG0001802,M,d,gain
Microvirga_subterranea,0.0102781,OG0001802,F,d,gain
Xanthobacter_autotrophicus,0.0464375,OG0001802,F,c,gain
Azorhizobium_caulinodans,0.03791,OG0001802,M,c,gain
Sinorhizobium_meliloti,1e-4,OG0001802,M,a,loss
Sinorhizobium_M4_45,1e-4,OG0001802,F,a,loss
Rhizobium_tubonense,0.0204184,OG0001802,F,f,loss
Rhizobium_gallicum,0.020217,OG0001802,M,f,loss
Mesorhizobium_oceanicum,0.0141889,OG0001802,F,e,loss
Mesorhizobium_temperatum,0.0766415,OG0001802,M,e,loss
Paraburkholderia_diazotrophica,0.0812813,OG0001802,M,h,gain
Cupriavidus_taiwanensis,0.0351628,OG0001802,M,g,gain
Cupriavidus_alkaliphilus,0.0456993,OG0001802,F,g,gain
Paraburkholderia_diazotrophica,0.0404463,OG0001806,M,h,gain
Cupriavidus_alkaliphilus,0.00627463,OG0001806,F,g,gain
Cupriavidus_taiwanensis,94.0261,OG0001806,M,g,gain
Azorhizobium_caulinodans,0.0573683,OG0001806,M,c,gain
Xanthobacter_autotrophicus,0.0568427,OG0001806,F,c,gain
Bradyrhizobium_icense,0.0303028,OG0001806,M,b,loss
Bradyrhizobium_oligotrophicum,0.0637759,OG0001806,F,b,loss
Microvirga_vignae,0.0269673,OG0001806,M,d,gain
Microvirga_subterranea,0.0142181,OG0001806,F,d,gain
Rhizobium_gallicum,0.0223274,OG0001806,M,f,loss
Sinorhizobium_meliloti,1e-4,OG0001806,M,a,loss
Sinorhizobium_M4_45,999,OG0001806,F,a,loss
Mesorhizobium_temperatum,0.0545193,OG0001806,M,e,loss
Mesorhizobium_oceanicum,0.0399686,OG0001806,F,e,loss
Paraburkholderia_caribensis,0.0230025,OG0001806,F,h,gain
Sinorhizobium_meliloti,5.8668,OG0001808,M,a,loss
Sinorhizobium_M4_45,5.08162,OG0001808,F,a,loss
Rhizobium_gallicum,0.0467163,OG0001808,M,f,loss
Bradyrhizobium_oligotrophicum,1e-4,OG0001808,F,b,loss
Bradyrhizobium_icense,0.0332334,OG0001808,M,b,loss
Microvirga_vignae,1e-4,OG0001808,M,d,gain
Xanthobacter_autotrophicus,0.0855704,OG0001808,F,c,gain
Azorhizobium_caulinodans,1e-4,OG0001808,M,c,gain
Mesorhizobium_oceanicum,1e-4,OG0001808,F,e,loss
Mesorhizobium_temperatum,0.0506451,OG0001808,M,e,loss
Rhizobium_tubonense,0.0953762,OG0001808,F,f,loss
Cupriavidus_alkaliphilus,1e-4,OG0001808,F,g,gain
Cupriavidus_taiwanensis,1e-4,OG0001808,M,g,gain
Paraburkholderia_diazotrophica,1e-4,OG0001808,M,h,gain
Paraburkholderia_caribensis,1e-4,OG0001808,F,h,gain
Azorhizobium_caulinodans,0.0993871,OG0001809,M,c,gain
Xanthobacter_autotrophicus,0.093546,OG0001809,F,c,gain
Bradyrhizobium_oligotrophicum,0.038857,OG0001809,F,b,loss
Bradyrhizobium_icense,0.044478,OG0001809,M,b,loss
Mesorhizobium_temperatum,0.0542115,OG0001809,M,e,loss
Mesorhizobium_oceanicum,0.0489436,OG0001809,F,e,loss
Rhizobium_gallicum,0.0833633,OG0001809,M,f,loss
Sinorhizobium_M4_45,0.031693,OG0001809,F,a,loss
Sinorhizobium_meliloti,0.152738,OG0001809,M,a,loss
Microvirga_vignae,0.0785541,OG0001809,M,d,gain
Microvirga_subterranea,0.0480111,OG0001809,F,d,gain
Cupriavidus_alkaliphilus,28.6373,OG0001809,F,g,gain
Cupriavidus_taiwanensis,0.0112401,OG0001809,M,g,gain
Paraburkholderia_diazotrophica,0.0383229,OG0001809,M,h,gain
Paraburkholderia_caribensis,0.0538499,OG0001809,F,h,gain
Microvirga_vignae,0.0573544,OG0001810,M,d,gain
Microvirga_subterranea,0.0414558,OG0001810,F,d,gain
Bradyrhizobium_oligotrophicum,0.0826961,OG0001810,F,b,loss
Azorhizobium_caulinodans,0.0745218,OG0001810,M,c,gain
Xanthobacter_autotrophicus,0.0730636,OG0001810,F,c,gain
Mesorhizobium_temperatum,0.0704447,OG0001810,M,e,loss
Mesorhizobium_oceanicum,0.0393493,OG0001810,F,e,loss
Rhizobium_tubonense,0.0365689,OG0001810,F,f,loss
Rhizobium_gallicum,0.0543496,OG0001810,M,f,loss
Sinorhizobium_meliloti,0.0409744,OG0001810,M,a,loss
Sinorhizobium_M4_45,0.0530356,OG0001810,F,a,loss
Cupriavidus_alkaliphilus,0.0225617,OG0001810,F,g,gain
Cupriavidus_taiwanensis,0.0183577,OG0001810,M,g,gain
Paraburkholderia_diazotrophica,0.0290301,OG0001810,M,h,gain
Paraburkholderia_caribensis,0.0651185,OG0001810,F,h,gain
Bradyrhizobium_icense,4.44864e-4,OG0001818,M,b,loss
Bradyrhizobium_oligotrophicum,0.0146144,OG0001818,F,b,loss
Microvirga_subterranea,1e-4,OG0001818,F,d,gain
Microvirga_vignae,0.0648377,OG0001818,M,d,gain
Mesorhizobium_oceanicum,0.00428187,OG0001818,F,e,loss
Mesorhizobium_temperatum,6.67579e-4,OG0001818,M,e,loss
Sinorhizobium_M4_45,1e-4,OG0001818,F,a,loss
Sinorhizobium_meliloti,999,OG0001818,M,a,loss
Rhizobium_tubonense,0.0924458,OG0001818,F,f,loss
Azorhizobium_caulinodans,0.0382725,OG0001818,M,c,gain
Xanthobacter_autotrophicus,0.0342353,OG0001818,F,c,gain
Cupriavidus_alkaliphilus,1e-4,OG0001818,F,g,gain
Cupriavidus_taiwanensis,999,OG0001818,M,g,gain
Paraburkholderia_diazotrophica,999,OG0001818,M,h,gain
Paraburkholderia_caribensis,0.0928595,OG0001818,F,h,gain
Paraburkholderia_diazotrophica,0.0204223,OG0001819,M,h,gain
Cupriavidus_alkaliphilus,1e-4,OG0001819,F,g,gain
Cupriavidus_taiwanensis,0.0287757,OG0001819,M,g,gain
Mesorhizobium_temperatum,0.038808,OG0001819,M,e,loss
Mesorhizobium_oceanicum,0.0219949,OG0001819,F,e,loss
Rhizobium_tubonense,0.0394486,OG0001819,F,f,loss
Rhizobium_gallicum,0.0387135,OG0001819,M,f,loss
Sinorhizobium_meliloti,1e-4,OG0001819,M,a,loss
Sinorhizobium_M4_45,1e-4,OG0001819,F,a,loss
Bradyrhizobium_oligotrophicum,0.0339438,OG0001819,F,b,loss
Bradyrhizobium_icense,0.0628031,OG0001819,M,b,loss
Azorhizobium_caulinodans,0.0789622,OG0001819,M,c,gain
Microvirga_vignae,0.0264027,OG0001819,M,d,gain
Microvirga_subterranea,0.0327788,OG0001819,F,d,gain
Paraburkholderia_caribensis,12.9231,OG0001819,F,h,gain
Sinorhizobium_meliloti,1e-4,OG0001820,M,a,loss
Sinorhizobium_M4_45,1e-4,OG0001820,F,a,loss
Rhizobium_gallicum,0.0974293,OG0001820,M,f,loss
Rhizobium_tubonense,0.0684621,OG0001820,F,f,loss
Mesorhizobium_oceanicum,0.0856442,OG0001820,F,e,loss
Mesorhizobium_temperatum,0.0578343,OG0001820,M,e,loss
Microvirga_vignae,999,OG0001820,M,d,gain
Microvirga_subterranea,0.011191,OG0001820,F,d,gain
Azorhizobium_caulinodans,0.135643,OG0001820,M,c,gain
Xanthobacter_autotrophicus,0.0894471,OG0001820,F,c,gain
Bradyrhizobium_icense,0.0345778,OG0001820,M,b,loss
Bradyrhizobium_oligotrophicum,0.0655587,OG0001820,F,b,loss
Cupriavidus_alkaliphilus,0.0749803,OG0001820,F,g,gain
Paraburkholderia_diazotrophica,1e-4,OG0001820,M,h,gain
Paraburkholderia_caribensis,0.0432836,OG0001820,F,h,gain
Paraburkholderia_diazotrophica,0.0754587,OG0001821,M,h,gain
Cupriavidus_alkaliphilus,0.0120382,OG0001821,F,g,gain
Cupriavidus_taiwanensis,0.038812,OG0001821,M,g,gain
Mesorhizobium_temperatum,0.0659391,OG0001821,M,e,loss
Mesorhizobium_oceanicum,0.0818695,OG0001821,F,e,loss
Rhizobium_tubonense,0.0435442,OG0001821,F,f,loss
Rhizobium_gallicum,0.0426113,OG0001821,M,f,loss
Sinorhizobium_meliloti,0.0241859,OG0001821,M,a,loss
Sinorhizobium_M4_45,0.020613,OG0001821,F,a,loss
Microvirga_subterranea,0.0231712,OG0001821,F,d,gain
Microvirga_vignae,0.0391662,OG0001821,M,d,gain
Bradyrhizobium_icense,0.0810871,OG0001821,M,b,loss
Azorhizobium_caulinodans,0.111948,OG0001821,M,c,gain
Xanthobacter_autotrophicus,0.0772827,OG0001821,F,c,gain
Paraburkholderia_caribensis,0.0596665,OG0001821,F,h,gain
Azorhizobium_caulinodans,0.0714091,OG0001826,M,c,gain
Xanthobacter_autotrophicus,0.0448824,OG0001826,F,c,gain
Bradyrhizobium_oligotrophicum,0.134173,OG0001826,F,b,loss
Microvirga_subterranea,0.0521247,OG0001826,F,d,gain
Microvirga_vignae,0.0282578,OG0001826,M,d,gain
Mesorhizobium_temperatum,0.0839462,OG0001826,M,e,loss
Rhizobium_gallicum,0.0836278,OG0001826,M,f,loss
Rhizobium_tubonense,0.0285141,OG0001826,F,f,loss
Sinorhizobium_M4_45,1.77681,OG0001826,F,a,loss
Sinorhizobium_meliloti,999,OG0001826,M,a,loss
Mesorhizobium_oceanicum,0.0432365,OG0001826,F,e,loss
Cupriavidus_alkaliphilus,0.10329,OG0001826,F,g,gain
Cupriavidus_taiwanensis,0.056864,OG0001826,M,g,gain
Paraburkholderia_diazotrophica,0.159105,OG0001826,M,h,gain
Paraburkholderia_caribensis,0.0693426,OG0001826,F,h,gain
Mesorhizobium_oceanicum,0.0429143,OG0001833,F,e,loss
Mesorhizobium_temperatum,0.0785905,OG0001833,M,e,loss
Sinorhizobium_meliloti,1e-4,OG0001833,M,a,loss
Sinorhizobium_M4_45,0.194244,OG0001833,F,a,loss
Rhizobium_tubonense,0.0216371,OG0001833,F,f,loss
Rhizobium_gallicum,0.0465739,OG0001833,M,f,loss
Bradyrhizobium_oligotrophicum,0.0293339,OG0001833,F,b,loss
Bradyrhizobium_icense,0.0601782,OG0001833,M,b,loss
Microvirga_vignae,0.0314361,OG0001833,M,d,gain
Microvirga_subterranea,0.0364712,OG0001833,F,d,gain
Xanthobacter_autotrophicus,0.0580854,OG0001833,F,c,gain
Cupriavidus_alkaliphilus,0.0289974,OG0001833,F,g,gain
Cupriavidus_taiwanensis,0.0316232,OG0001833,M,g,gain
Paraburkholderia_diazotrophica,0.0282048,OG0001833,M,h,gain
Paraburkholderia_caribensis,0.0249611,OG0001833,F,h,gain
Rhizobium_gallicum,0.167884,OG0001834,M,f,loss
Cupriavidus_taiwanensis,0.0706935,OG0001834,M,g,gain
Cupriavidus_alkaliphilus,1e-4,OG0001834,F,g,gain
Rhizobium_tubonense,0.0330515,OG0001834,F,f,loss
Sinorhizobium_M4_45,1e-4,OG0001834,F,a,loss
Sinorhizobium_meliloti,0.0736343,OG0001834,M,a,loss
Mesorhizobium_oceanicum,0.0337024,OG0001834,F,e,loss
Mesorhizobium_temperatum,0.0729357,OG0001834,M,e,loss
Bradyrhizobium_oligotrophicum,0.0797402,OG0001834,F,b,loss
Bradyrhizobium_icense,0.0580087,OG0001834,M,b,loss
Xanthobacter_autotrophicus,0.0374154,OG0001834,F,c,gain
Microvirga_vignae,0.0643971,OG0001834,M,d,gain
Microvirga_subterranea,0.0821049,OG0001834,F,d,gain
Paraburkholderia_diazotrophica,0.0188005,OG0001834,M,h,gain
Paraburkholderia_caribensis,0.107295,OG0001834,F,h,gain
Rhizobium_tubonense,0.0476952,OG0001866,F,f,loss
Rhizobium_gallicum,0.0874034,OG0001866,M,f,loss
Sinorhizobium_meliloti,1e-4,OG0001866,M,a,loss
Sinorhizobium_M4_45,8.56826,OG0001866,F,a,loss
Mesorhizobium_temperatum,0.100779,OG0001866,M,e,loss
Mesorhizobium_oceanicum,0.0834341,OG0001866,F,e,loss
Microvirga_vignae,7.08248e-4,OG0001866,M,d,gain
Microvirga_subterranea,0.0094175,OG0001866,F,d,gain
Xanthobacter_autotrophicus,0.0266581,OG0001866,F,c,gain
Azorhizobium_caulinodans,0.0164047,OG0001866,M,c,gain
Cupriavidus_taiwanensis,28.7248,OG0001866,M,g,gain
Cupriavidus_alkaliphilus,1e-4,OG0001866,F,g,gain
Paraburkholderia_diazotrophica,0.104043,OG0001866,M,h,gain
Paraburkholderia_caribensis,0.0554501,OG0001866,F,h,gain
Cupriavidus_taiwanensis,0.0296396,OG0001868,M,g,gain
Cupriavidus_alkaliphilus,1e-4,OG0001868,F,g,gain
Mesorhizobium_oceanicum,0.0533398,OG0001868,F,e,loss
Mesorhizobium_temperatum,0.147326,OG0001868,M,e,loss
Sinorhizobium_M4_45,1e-4,OG0001868,F,a,loss
Sinorhizobium_meliloti,0.109245,OG0001868,M,a,loss
Rhizobium_tubonense,0.0350471,OG0001868,F,f,loss
Rhizobium_gallicum,0.0378443,OG0001868,M,f,loss
Xanthobacter_autotrophicus,0.0462276,OG0001868,F,c,gain
Azorhizobium_caulinodans,0.0866929,OG0001868,M,c,gain
Microvirga_vignae,0.0660491,OG0001868,M,d,gain
Microvirga_subterranea,0.0306517,OG0001868,F,d,gain
Paraburkholderia_diazotrophica,999,OG0001868,M,h,gain
Paraburkholderia_caribensis,0.0167429,OG0001868,F,h,gain
Paraburkholderia_diazotrophica,0.0941311,OG0001873,M,h,gain
Azorhizobium_caulinodans,0.0627202,OG0001873,M,c,gain
Xanthobacter_autotrophicus,0.0348388,OG0001873,F,c,gain
Microvirga_subterranea,0.0587541,OG0001873,F,d,gain
Mesorhizobium_temperatum,0.0795297,OG0001873,M,e,loss
Mesorhizobium_oceanicum,0.0364927,OG0001873,F,e,loss
Sinorhizobium_meliloti,0.0324926,OG0001873,M,a,loss
Sinorhizobium_M4_45,1e-4,OG0001873,F,a,loss
Rhizobium_gallicum,0.043115,OG0001873,M,f,loss
Rhizobium_tubonense,0.0284595,OG0001873,F,f,loss
Bradyrhizobium_icense,0.0454256,OG0001873,M,b,loss
Bradyrhizobium_oligotrophicum,0.038476,OG0001873,F,b,loss
Cupriavidus_taiwanensis,0.12111,OG0001873,M,g,gain
Cupriavidus_alkaliphilus,0.0778606,OG0001873,F,g,gain
Rhizobium_gallicum,0.0739917,OG0001876,M,f,loss
Rhizobium_tubonense,0.0291764,OG0001876,F,f,loss
Sinorhizobium_M4_45,1e-4,OG0001876,F,a,loss
Sinorhizobium_meliloti,1e-4,OG0001876,M,a,loss
Mesorhizobium_temperatum,0.102359,OG0001876,M,e,loss
Mesorhizobium_oceanicum,0.15799,OG0001876,F,e,loss
Microvirga_subterranea,0.00846515,OG0001876,F,d,gain
Microvirga_vignae,0.0435422,OG0001876,M,d,gain
Xanthobacter_autotrophicus,0.0832218,OG0001876,F,c,gain
Azorhizobium_caulinodans,0.0468469,OG0001876,M,c,gain
Bradyrhizobium_icense,0.126021,OG0001876,M,b,loss
Bradyrhizobium_oligotrophicum,0.0210405,OG0001876,F,b,loss
Paraburkholderia_diazotrophica,0.235021,OG0001876,M,h,gain
Cupriavidus_alkaliphilus,0.00371146,OG0001876,F,g,gain
Azorhizobium_caulinodans,0.00125928,OG0001879,M,c,gain
Microvirga_vignae,0.00111382,OG0001879,M,d,gain
Microvirga_subterranea,9.71687e-4,OG0001879,F,d,gain
Mesorhizobium_oceanicum,0.0527672,OG0001879,F,e,loss
Sinorhizobium_M4_45,0.0665902,OG0001879,F,a,loss
Sinorhizobium_meliloti,1e-4,OG0001879,M,a,loss
Rhizobium_gallicum,0.0363365,OG0001879,M,f,loss
Rhizobium_tubonense,0.0711288,OG0001879,F,f,loss
Paraburkholderia_diazotrophica,0.0363201,OG0001879,M,h,gain
Paraburkholderia_caribensis,0.186038,OG0001879,F,h,gain
Cupriavidus_taiwanensis,0.0373613,OG0001879,M,g,gain
Cupriavidus_alkaliphilus,116.713,OG0001879,F,g,gain
Bradyrhizobium_icense,0.0804079,OG0001879,M,b,loss
Bradyrhizobium_oligotrophicum,0.103373,OG0001879,F,b,loss
Cupriavidus_taiwanensis,33.3645,OG0001880,M,g,gain
Cupriavidus_alkaliphilus,1e-4,OG0001880,F,g,gain
Bradyrhizobium_oligotrophicum,0.0221889,OG0001880,F,b,loss
Bradyrhizobium_icense,33.486,OG0001880,M,b,loss
Mesorhizobium_oceanicum,0.0476163,OG0001880,F,e,loss
Sinorhizobium_M4_45,999,OG0001880,F,a,loss
Sinorhizobium_meliloti,1e-4,OG0001880,M,a,loss
Rhizobium_tubonense,0.0564337,OG0001880,F,f,loss
Rhizobium_gallicum,0.0759347,OG0001880,M,f,loss
Azorhizobium_caulinodans,7.47285e-4,OG0001880,M,c,gain
Microvirga_vignae,7.54631e-4,OG0001880,M,d,gain
Microvirga_subterranea,7.12398e-4,OG0001880,F,d,gain
Paraburkholderia_diazotrophica,999,OG0001880,M,h,gain
Paraburkholderia_caribensis,0.0162878,OG0001880,F,h,gain
Cupriavidus_alkaliphilus,0.0434121,OG0001881,F,g,gain
Cupriavidus_taiwanensis,1e-4,OG0001881,M,g,gain
Paraburkholderia_diazotrophica,0.0848272,OG0001881,M,h,gain
Paraburkholderia_caribensis,0.0222806,OG0001881,F,h,gain
Rhizobium_tubonense,0.0484075,OG0001881,F,f,loss
Rhizobium_gallicum,0.0286328,OG0001881,M,f,loss
Sinorhizobium_meliloti,1e-4,OG0001881,M,a,loss
Sinorhizobium_M4_45,280.756,OG0001881,F,a,loss
Microvirga_vignae,0.0070918,OG0001881,M,d,gain
Microvirga_subterranea,0.0137622,OG0001881,F,d,gain
Azorhizobium_caulinodans,0.0315222,OG0001881,M,c,gain
Mesorhizobium_oceanicum,0.0268314,OG0001881,F,e,loss
Bradyrhizobium_icense,0.0205015,OG0001881,M,b,loss
Bradyrhizobium_oligotrophicum,4.5422e-4,OG0001881,F,b,loss
Rhizobium_tubonense,0.0612418,OG0001882,F,f,loss
Rhizobium_gallicum,0.0490481,OG0001882,M,f,loss
Bradyrhizobium_oligotrophicum,0.0272235,OG0001882,F,b,loss
Bradyrhizobium_icense,0.022267,OG0001882,M,b,loss
Paraburkholderia_diazotrophica,0.163739,OG0001882,M,h,gain
Paraburkholderia_caribensis,0.0602985,OG0001882,F,h,gain
Xanthobacter_autotrophicus,0.0232207,OG0001882,F,c,gain
Azorhizobium_caulinodans,0.0443056,OG0001882,M,c,gain
Mesorhizobium_oceanicum,0.0400585,OG0001882,F,e,loss
Mesorhizobium_temperatum,0.071582,OG0001882,M,e,loss
Microvirga_subterranea,0.0196043,OG0001882,F,d,gain
Microvirga_vignae,0.001515,OG0001882,M,d,gain
Sinorhizobium_M4_45,999,OG0001882,F,a,loss
Sinorhizobium_meliloti,1e-4,OG0001882,M,a,loss
Mesorhizobium_temperatum,0.0543778,OG0001883,M,e,loss
Mesorhizobium_oceanicum,0.0445243,OG0001883,F,e,loss
Sinorhizobium_meliloti,1e-4,OG0001883,M,a,loss
Sinorhizobium_M4_45,32.5835,OG0001883,F,a,loss
Rhizobium_tubonense,0.048008,OG0001883,F,f,loss
Rhizobium_gallicum,0.0350056,OG0001883,M,f,loss
Xanthobacter_autotrophicus,0.0237517,OG0001883,F,c,gain
Azorhizobium_caulinodans,0.0354764,OG0001883,M,c,gain
Bradyrhizobium_icense,0.0615779,OG0001883,M,b,loss
Bradyrhizobium_oligotrophicum,0.053494,OG0001883,F,b,loss
Microvirga_vignae,0.0623141,OG0001883,M,d,gain
Microvirga_subterranea,0.034142,OG0001883,F,d,gain
Cupriavidus_taiwanensis,0.0135108,OG0001883,M,g,gain
Cupriavidus_alkaliphilus,999,OG0001883,F,g,gain
Cupriavidus_taiwanensis,0.109062,OG0001885,M,g,gain
Cupriavidus_alkaliphilus,0.0603174,OG0001885,F,g,gain
Azorhizobium_caulinodans,0.053723,OG0001885,M,c,gain
Xanthobacter_autotrophicus,0.0648731,OG0001885,F,c,gain
Microvirga_subterranea,0.0467468,OG0001885,F,d,gain
Microvirga_vignae,0.0597064,OG0001885,M,d,gain
Sinorhizobium_M4_45,1e-4,OG0001885,F,a,loss
Sinorhizobium_meliloti,30.2206,OG0001885,M,a,loss
Rhizobium_gallicum,0.0505645,OG0001885,M,f,loss
Rhizobium_tubonense,0.0418302,OG0001885,F,f,loss
Mesorhizobium_temperatum,0.111943,OG0001885,M,e,loss
Mesorhizobium_oceanicum,0.13516,OG0001885,F,e,loss
Paraburkholderia_diazotrophica,0.113549,OG0001885,M,h,gain
Paraburkholderia_caribensis,0.0312889,OG0001885,F,h,gain
Mesorhizobium_temperatum,0.0446862,OG0001888,M,e,loss
Mesorhizobium_oceanicum,0.098792,OG0001888,F,e,loss
Azorhizobium_caulinodans,0.0390644,OG0001888,M,c,gain
Xanthobacter_autotrophicus,0.0420157,OG0001888,F,c,gain
Microvirga_vignae,0.0651713,OG0001888,M,d,gain
Microvirga_subterranea,0.0075552,OG0001888,F,d,gain
Bradyrhizobium_icense,0.0418815,OG0001888,M,b,loss
Rhizobium_gallicum,0.0679837,OG0001888,M,f,loss
Rhizobium_tubonense,0.0705031,OG0001888,F,f,loss
Sinorhizobium_M4_45,999,OG0001888,F,a,loss
Sinorhizobium_meliloti,1e-4,OG0001888,M,a,loss
Paraburkholderia_diazotrophica,0.102904,OG0001888,M,h,gain
Cupriavidus_taiwanensis,1e-4,OG0001888,M,g,gain
Cupriavidus_alkaliphilus,0.0807754,OG0001888,F,g,gain
Cupriavidus_taiwanensis,999,OG0001893,M,g,gain
Cupriavidus_alkaliphilus,0.0199821,OG0001893,F,g,gain
Rhizobium_gallicum,0.0530308,OG0001893,M,f,loss
Rhizobium_tubonense,0.0643631,OG0001893,F,f,loss
Sinorhizobium_meliloti,21.8026,OG0001893,M,a,loss
Sinorhizobium_M4_45,0.111539,OG0001893,F,a,loss
Bradyrhizobium_icense,0.028318,OG0001893,M,b,loss
Bradyrhizobium_oligotrophicum,0.0599728,OG0001893,F,b,loss
Xanthobacter_autotrophicus,0.0896848,OG0001893,F,c,gain
Azorhizobium_caulinodans,0.0639966,OG0001893,M,c,gain
Microvirga_vignae,0.0337557,OG0001893,M,d,gain
Microvirga_subterranea,0.0227652,OG0001893,F,d,gain
Paraburkholderia_diazotrophica,0.0675285,OG0001893,M,h,gain
Paraburkholderia_caribensis,0.175415,OG0001893,F,h,gain
Mesorhizobium_oceanicum,0.0249251,OG0001906,F,e,loss
Azorhizobium_caulinodans,0.125548,OG0001906,M,c,gain
Microvirga_vignae,0.0318208,OG0001906,M,d,gain
Microvirga_subterranea,0.0517986,OG0001906,F,d,gain
Paraburkholderia_caribensis,0.0730213,OG0001906,F,h,gain
Paraburkholderia_diazotrophica,0.109844,OG0001906,M,h,gain
Cupriavidus_alkaliphilus,198.205,OG0001906,F,g,gain
Cupriavidus_taiwanensis,0.0254953,OG0001906,M,g,gain
Bradyrhizobium_icense,0.0656898,OG0001906,M,b,loss
Bradyrhizobium_oligotrophicum,0.0557253,OG0001906,F,b,loss
Sinorhizobium_M4_45,0.0819021,OG0001906,F,a,loss
Sinorhizobium_meliloti,1e-4,OG0001906,M,a,loss
Rhizobium_tubonense,0.072199,OG0001906,F,f,loss
Rhizobium_gallicum,0.0841134,OG0001906,M,f,loss
Cupriavidus_alkaliphilus,37.1604,OG0001907,F,g,gain
Cupriavidus_taiwanensis,0.0344186,OG0001907,M,g,gain
Paraburkholderia_diazotrophica,0.044662,OG0001907,M,h,gain
Paraburkholderia_caribensis,0.0605756,OG0001907,F,h,gain
Azorhizobium_caulinodans,0.0606804,OG0001907,M,c,gain
Microvirga_subterranea,0.0348053,OG0001907,F,d,gain
Microvirga_vignae,0.0451522,OG0001907,M,d,gain
Rhizobium_tubonense,0.0510796,OG0001907,F,f,loss
Rhizobium_gallicum,0.0512628,OG0001907,M,f,loss
Sinorhizobium_meliloti,559.678,OG0001907,M,a,loss
Sinorhizobium_M4_45,0.114402,OG0001907,F,a,loss
Mesorhizobium_oceanicum,0.0589285,OG0001907,F,e,loss
Bradyrhizobium_icense,0.0212441,OG0001907,M,b,loss
Bradyrhizobium_oligotrophicum,0.028927,OG0001907,F,b,loss
Rhizobium_tubonense,0.0186341,OG0001914,F,f,loss
Rhizobium_gallicum,0.0336015,OG0001914,M,f,loss
Sinorhizobium_meliloti,999,OG0001914,M,a,loss
Sinorhizobium_M4_45,0.0715722,OG0001914,F,a,loss
Bradyrhizobium_oligotrophicum,0.0146715,OG0001914,F,b,loss
Bradyrhizobium_icense,0.0614373,OG0001914,M,b,loss
Microvirga_subterranea,0.0353439,OG0001914,F,d,gain
Microvirga_vignae,0.0548376,OG0001914,M,d,gain
Xanthobacter_autotrophicus,0.048513,OG0001914,F,c,gain
Azorhizobium_caulinodans,0.0457705,OG0001914,M,c,gain
Cupriavidus_taiwanensis,0.00118989,OG0001914,M,g,gain
Cupriavidus_alkaliphilus,999,OG0001914,F,g,gain
Paraburkholderia_diazotrophica,81.3286,OG0001914,M,h,gain
Paraburkholderia_caribensis,0.0432351,OG0001914,F,h,gain
Mesorhizobium_temperatum,0.0930878,OG0001916,M,e,loss
Rhizobium_tubonense,0.0706312,OG0001916,F,f,loss
Rhizobium_gallicum,0.0320063,OG0001916,M,f,loss
Paraburkholderia_caribensis,0.0297953,OG0001916,F,h,gain
Paraburkholderia_diazotrophica,0.135512,OG0001916,M,h,gain
Cupriavidus_taiwanensis,271.596,OG0001916,M,g,gain
Cupriavidus_alkaliphilus,0.00187156,OG0001916,F,g,gain
Bradyrhizobium_oligotrophicum,0.00145884,OG0001916,F,b,loss
Bradyrhizobium_icense,0.016591,OG0001916,M,b,loss
Microvirga_vignae,0.0204175,OG0001916,M,d,gain
Sinorhizobium_M4_45,5.85952,OG0001916,F,a,loss
Sinorhizobium_meliloti,0.0983252,OG0001916,M,a,loss
Xanthobacter_autotrophicus,0.0366295,OG0001916,F,c,gain
Azorhizobium_caulinodans,0.0302716,OG0001916,M,c,gain
Cupriavidus_taiwanensis,999,OG0001931,M,g,gain
Cupriavidus_alkaliphilus,0.00875012,OG0001931,F,g,gain
Bradyrhizobium_oligotrophicum,0.0173501,OG0001931,F,b,loss
Azorhizobium_caulinodans,0.0310855,OG0001931,M,c,gain
Bradyrhizobium_icense,0.0243212,OG0001931,M,b,loss
Xanthobacter_autotrophicus,0.0494198,OG0001931,F,c,gain
Microvirga_vignae,0.041313,OG0001931,M,d,gain
Rhizobium_tubonense,0.0374403,OG0001931,F,f,loss
Mesorhizobium_temperatum,0.0219782,OG0001931,M,e,loss
Sinorhizobium_meliloti,999,OG0001931,M,a,loss
Sinorhizobium_M4_45,1e-4,OG0001931,F,a,loss
Rhizobium_gallicum,0.111891,OG0001931,M,f,loss
Paraburkholderia_diazotrophica,0.0208987,OG0001931,M,h,gain
Paraburkholderia_caribensis,0.0309504,OG0001931,F,h,gain
Paraburkholderia_diazotrophica,0.055398,OG0001933,M,h,gain
Paraburkholderia_caribensis,0.0501114,OG0001933,F,h,gain
Microvirga_vignae,0.0612471,OG0001933,M,d,gain
Cupriavidus_alkaliphilus,0.139221,OG0001933,F,g,gain
Cupriavidus_taiwanensis,0.0496113,OG0001933,M,g,gain
