Code,dnds,Gene,Estimate,Species,Mutualist,Pair,Transition
Mimosa_grahamii,0.0638178,OG0020004,loss,Mimosa_grahamii,F,a,loss
Calliandra_humilis,0.0638178,OG0020004,loss,Calliandra_humilis,F,c,loss
Calliandra_eriophylla,0.157681,OG0020004,loss,Calliandra_eriophylla,M,c,loss
Dalea_mollis1,0.0638178,OG0020004,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.157681,OG0020004,loss,Dalea_mollissima,M,b,loss
Mimosa_aculeaticarpa,0.157681,OG0020004,loss,Mimosa_aculeaticarpa,M,a,loss
Dalea_mollis1,0.199427,OG0020007,loss,Dalea_mollis,F,b,loss
Calliandra_humilis,0.199427,OG0020007,loss,Calliandra_humilis,F,c,loss
Calliandra_eriophylla,0.330649,OG0020007,loss,Calliandra_eriophylla,M,c,loss
Mimosa_aculeaticarpa,0.330649,OG0020007,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.199427,OG0020007,loss,Mimosa_grahamii,F,a,loss
Dalea_mollissima,0.330649,OG0020007,loss,Dalea_mollissima,M,b,loss
Dalea_mollis1,0.129842,OG0020015,loss,Dalea_mollis,F,b,loss
Calliandra_eriophylla,0.325838,OG0020015,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.129842,OG0020015,loss,Calliandra_humilis,F,c,loss
Mimosa_grahamii,0.129842,OG0020015,loss,Mimosa_grahamii,F,a,loss
Mimosa_aculeaticarpa,0.325838,OG0020015,loss,Mimosa_aculeaticarpa,M,a,loss
Dalea_mollissima,0.325838,OG0020015,loss,Dalea_mollissima,M,b,loss
Calliandra_eriophylla,0.202817,OG0020016,loss,Calliandra_eriophylla,M,c,loss
Dalea_mollis1,0.122998,OG0020016,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.202817,OG0020016,loss,Dalea_mollissima,M,b,loss
Mimosa_grahamii,0.122998,OG0020016,loss,Mimosa_grahamii,F,a,loss
Mimosa_aculeaticarpa,0.202817,OG0020016,loss,Mimosa_aculeaticarpa,M,a,loss
Calliandra_humilis,0.122998,OG0020016,loss,Calliandra_humilis,F,c,loss
Dalea_mollis1,0.186694,OG0020019,loss,Dalea_mollis,F,b,loss
Calliandra_humilis,0.186694,OG0020019,loss,Calliandra_humilis,F,c,loss
Calliandra_eriophylla,0.242752,OG0020019,loss,Calliandra_eriophylla,M,c,loss
Mimosa_aculeaticarpa,0.242752,OG0020019,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.186694,OG0020019,loss,Mimosa_grahamii,F,a,loss
Dalea_mollissima,0.242752,OG0020019,loss,Dalea_mollissima,M,b,loss
Dalea_mollis1,0.0895059,OG0020031,loss,Dalea_mollis,F,b,loss
Calliandra_humilis,0.0895059,OG0020031,loss,Calliandra_humilis,F,c,loss
Calliandra_eriophylla,0.133445,OG0020031,loss,Calliandra_eriophylla,M,c,loss
Mimosa_aculeaticarpa,0.133445,OG0020031,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.0895059,OG0020031,loss,Mimosa_grahamii,F,a,loss
Dalea_mollissima,0.133445,OG0020031,loss,Dalea_mollissima,M,b,loss
Dalea_mollis1,0.0848269,OG0020034,loss,Dalea_mollis,F,b,loss
Mimosa_grahamii,0.0848269,OG0020034,loss,Mimosa_grahamii,F,a,loss
Mimosa_aculeaticarpa,0.237157,OG0020034,loss,Mimosa_aculeaticarpa,M,a,loss
Calliandra_eriophylla,0.237157,OG0020034,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.0848269,OG0020034,loss,Calliandra_humilis,F,c,loss
Dalea_mollissima,0.237157,OG0020034,loss,Dalea_mollissima,M,b,loss
Dalea_mollis1,0.168442,OG0020036,loss,Dalea_mollis,F,b,loss
Mimosa_grahamii,0.168442,OG0020036,loss,Mimosa_grahamii,F,a,loss
Mimosa_aculeaticarpa,0.243725,OG0020036,loss,Mimosa_aculeaticarpa,M,a,loss
Calliandra_eriophylla,0.243725,OG0020036,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.168442,OG0020036,loss,Calliandra_humilis,F,c,loss
Dalea_mollissima,0.243725,OG0020036,loss,Dalea_mollissima,M,b,loss
Dalea_mollis1,0.0724764,OG0020037,loss,Dalea_mollis,F,b,loss
Calliandra_humilis,0.0724764,OG0020037,loss,Calliandra_humilis,F,c,loss
Calliandra_eriophylla,0.122003,OG0020037,loss,Calliandra_eriophylla,M,c,loss
Mimosa_aculeaticarpa,0.122003,OG0020037,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.0724764,OG0020037,loss,Mimosa_grahamii,F,a,loss
Dalea_mollissima,0.122003,OG0020037,loss,Dalea_mollissima,M,b,loss
Mimosa_grahamii,0.175172,OG0020045,loss,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.243093,OG0020045,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.175172,OG0020045,loss,Calliandra_humilis,F,c,loss
Dalea_mollis1,0.175172,OG0020045,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.243093,OG0020045,loss,Dalea_mollissima,M,b,loss
Mimosa_aculeaticarpa,0.243093,OG0020045,loss,Mimosa_aculeaticarpa,M,a,loss
Calliandra_eriophylla,0.142592,OG0020052,loss,Calliandra_eriophylla,M,c,loss
Mimosa_aculeaticarpa,0.142592,OG0020052,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.18794,OG0020052,loss,Mimosa_grahamii,F,a,loss
Dalea_mollis1,0.18794,OG0020052,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.142592,OG0020052,loss,Dalea_mollissima,M,b,loss
Calliandra_humilis,0.18794,OG0020052,loss,Calliandra_humilis,F,c,loss
Dalea_mollis1,0.131749,OG0020054,loss,Dalea_mollis,F,b,loss
Calliandra_humilis,0.131749,OG0020054,loss,Calliandra_humilis,F,c,loss
Calliandra_eriophylla,0.158974,OG0020054,loss,Calliandra_eriophylla,M,c,loss
Mimosa_aculeaticarpa,0.158974,OG0020054,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.131749,OG0020054,loss,Mimosa_grahamii,F,a,loss
Dalea_mollissima,0.158974,OG0020054,loss,Dalea_mollissima,M,b,loss
Dalea_mollis1,0.143321,OG0020056,loss,Dalea_mollis,F,b,loss
Calliandra_humilis,0.143321,OG0020056,loss,Calliandra_humilis,F,c,loss
Calliandra_eriophylla,0.146277,OG0020056,loss,Calliandra_eriophylla,M,c,loss
Mimosa_aculeaticarpa,0.146277,OG0020056,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.143321,OG0020056,loss,Mimosa_grahamii,F,a,loss
Dalea_mollissima,0.146277,OG0020056,loss,Dalea_mollissima,M,b,loss
Dalea_mollis1,0.132047,OG0020058,loss,Dalea_mollis,F,b,loss
Calliandra_humilis,0.132047,OG0020058,loss,Calliandra_humilis,F,c,loss
Calliandra_eriophylla,0.0978008,OG0020058,loss,Calliandra_eriophylla,M,c,loss
Mimosa_aculeaticarpa,0.0978008,OG0020058,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.132047,OG0020058,loss,Mimosa_grahamii,F,a,loss
Dalea_mollissima,0.0978008,OG0020058,loss,Dalea_mollissima,M,b,loss
Dalea_mollis1,0.15103,OG0020060,loss,Dalea_mollis,F,b,loss
Mimosa_grahamii,0.15103,OG0020060,loss,Mimosa_grahamii,F,a,loss
Mimosa_aculeaticarpa,0.250462,OG0020060,loss,Mimosa_aculeaticarpa,M,a,loss
Calliandra_eriophylla,0.250462,OG0020060,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.15103,OG0020060,loss,Calliandra_humilis,F,c,loss
Dalea_mollissima,0.250462,OG0020060,loss,Dalea_mollissima,M,b,loss
Dalea_mollis1,0.0942523,OG0020061,loss,Dalea_mollis,F,b,loss
Mimosa_aculeaticarpa,0.0852936,OG0020061,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.0942523,OG0020061,loss,Mimosa_grahamii,F,a,loss
Calliandra_humilis,0.0942523,OG0020061,loss,Calliandra_humilis,F,c,loss
Calliandra_eriophylla,0.0852936,OG0020061,loss,Calliandra_eriophylla,M,c,loss
Dalea_mollissima,0.0852936,OG0020061,loss,Dalea_mollissima,M,b,loss
Dalea_mollis1,0.130201,OG0020062,loss,Dalea_mollis,F,b,loss
Calliandra_humilis,0.130201,OG0020062,loss,Calliandra_humilis,F,c,loss
Calliandra_eriophylla,0.112384,OG0020062,loss,Calliandra_eriophylla,M,c,loss
Mimosa_aculeaticarpa,0.112384,OG0020062,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.130201,OG0020062,loss,Mimosa_grahamii,F,a,loss
Dalea_mollissima,0.112384,OG0020062,loss,Dalea_mollissima,M,b,loss
Calliandra_humilis,0.216024,OG0020063,loss,Calliandra_humilis,F,c,loss
Mimosa_aculeaticarpa,0.218281,OG0020063,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.216024,OG0020063,loss,Mimosa_grahamii,F,a,loss
Dalea_mollis1,0.216024,OG0020063,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.218281,OG0020063,loss,Dalea_mollissima,M,b,loss
Calliandra_eriophylla,0.218281,OG0020063,loss,Calliandra_eriophylla,M,c,loss
Dalea_mollis1,0.352201,OG0020066,loss,Dalea_mollis,F,b,loss
Calliandra_humilis,0.352201,OG0020066,loss,Calliandra_humilis,F,c,loss
Calliandra_eriophylla,0.205578,OG0020066,loss,Calliandra_eriophylla,M,c,loss
Mimosa_aculeaticarpa,0.205578,OG0020066,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.352201,OG0020066,loss,Mimosa_grahamii,F,a,loss
Dalea_mollissima,0.205578,OG0020066,loss,Dalea_mollissima,M,b,loss
Dalea_mollis1,0.152413,OG0020067,loss,Dalea_mollis,F,b,loss
Mimosa_aculeaticarpa,0.240936,OG0020067,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.152413,OG0020067,loss,Mimosa_grahamii,F,a,loss
Calliandra_humilis,0.152413,OG0020067,loss,Calliandra_humilis,F,c,loss
Calliandra_eriophylla,0.240936,OG0020067,loss,Calliandra_eriophylla,M,c,loss
Dalea_mollissima,0.240936,OG0020067,loss,Dalea_mollissima,M,b,loss
Dalea_mollis1,0.188375,OG0020070,loss,Dalea_mollis,F,b,loss
Calliandra_humilis,0.188375,OG0020070,loss,Calliandra_humilis,F,c,loss
Calliandra_eriophylla,0.166161,OG0020070,loss,Calliandra_eriophylla,M,c,loss
Mimosa_aculeaticarpa,0.166161,OG0020070,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.188375,OG0020070,loss,Mimosa_grahamii,F,a,loss
Dalea_mollissima,0.166161,OG0020070,loss,Dalea_mollissima,M,b,loss
Calliandra_eriophylla,0.0716322,OG0020072,loss,Calliandra_eriophylla,M,c,loss
Mimosa_grahamii,0.0906219,OG0020072,loss,Mimosa_grahamii,F,a,loss
Mimosa_aculeaticarpa,0.0716322,OG0020072,loss,Mimosa_aculeaticarpa,M,a,loss
Dalea_mollis1,0.0906219,OG0020072,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.0716322,OG0020072,loss,Dalea_mollissima,M,b,loss
Calliandra_humilis,0.0906219,OG0020072,loss,Calliandra_humilis,F,c,loss
Dalea_mollis1,0.160905,OG0020076,loss,Dalea_mollis,F,b,loss
Mimosa_aculeaticarpa,0.18786,OG0020076,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.160905,OG0020076,loss,Mimosa_grahamii,F,a,loss
Calliandra_humilis,0.160905,OG0020076,loss,Calliandra_humilis,F,c,loss
Calliandra_eriophylla,0.18786,OG0020076,loss,Calliandra_eriophylla,M,c,loss
Dalea_mollissima,0.18786,OG0020076,loss,Dalea_mollissima,M,b,loss
Mimosa_grahamii,0.200473,OG0020083,loss,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.168638,OG0020083,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.200473,OG0020083,loss,Calliandra_humilis,F,c,loss
Dalea_mollis1,0.200473,OG0020083,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.168638,OG0020083,loss,Dalea_mollissima,M,b,loss
Mimosa_aculeaticarpa,0.168638,OG0020083,loss,Mimosa_aculeaticarpa,M,a,loss
Calliandra_humilis,0.513684,OG0020087,loss,Calliandra_humilis,F,c,loss
Mimosa_grahamii,0.513684,OG0020087,loss,Mimosa_grahamii,F,a,loss
Mimosa_aculeaticarpa,0.221521,OG0020087,loss,Mimosa_aculeaticarpa,M,a,loss
Dalea_mollis1,0.513684,OG0020087,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.221521,OG0020087,loss,Dalea_mollissima,M,b,loss
Calliandra_eriophylla,0.221521,OG0020087,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.138654,OG0020089,loss,Calliandra_humilis,F,c,loss
Mimosa_aculeaticarpa,0.210526,OG0020089,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.138654,OG0020089,loss,Mimosa_grahamii,F,a,loss
Dalea_mollis1,0.138654,OG0020089,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.210526,OG0020089,loss,Dalea_mollissima,M,b,loss
Calliandra_eriophylla,0.210526,OG0020089,loss,Calliandra_eriophylla,M,c,loss
Mimosa_grahamii,0.143993,OG0020093,loss,Mimosa_grahamii,F,a,loss
Calliandra_humilis,0.143993,OG0020093,loss,Calliandra_humilis,F,c,loss
Calliandra_eriophylla,0.287037,OG0020093,loss,Calliandra_eriophylla,M,c,loss
Dalea_mollis1,0.143993,OG0020093,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.287037,OG0020093,loss,Dalea_mollissima,M,b,loss
Mimosa_aculeaticarpa,0.287037,OG0020093,loss,Mimosa_aculeaticarpa,M,a,loss
Calliandra_humilis,0.299966,OG0020097,loss,Calliandra_humilis,F,c,loss
Mimosa_aculeaticarpa,0.173791,OG0020097,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.299966,OG0020097,loss,Mimosa_grahamii,F,a,loss
Dalea_mollis1,0.299966,OG0020097,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.173791,OG0020097,loss,Dalea_mollissima,M,b,loss
Calliandra_eriophylla,0.173791,OG0020097,loss,Calliandra_eriophylla,M,c,loss
Dalea_mollis1,0.138815,OG0020098,loss,Dalea_mollis,F,b,loss
Mimosa_aculeaticarpa,0.264926,OG0020098,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.138815,OG0020098,loss,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.264926,OG0020098,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.138815,OG0020098,loss,Calliandra_humilis,F,c,loss
Dalea_mollissima,0.264926,OG0020098,loss,Dalea_mollissima,M,b,loss
Calliandra_humilis,0.0333356,OG0020099,loss,Calliandra_humilis,F,c,loss
Mimosa_aculeaticarpa,0.0633222,OG0020099,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.0333356,OG0020099,loss,Mimosa_grahamii,F,a,loss
Dalea_mollis1,0.0333356,OG0020099,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.0633222,OG0020099,loss,Dalea_mollissima,M,b,loss
Calliandra_eriophylla,0.0633222,OG0020099,loss,Calliandra_eriophylla,M,c,loss
Mimosa_grahamii,0.287316,OG0020100,loss,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.260934,OG0020100,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.287316,OG0020100,loss,Calliandra_humilis,F,c,loss
Dalea_mollissima,0.260934,OG0020100,loss,Dalea_mollissima,M,b,loss
Dalea_mollis1,0.287316,OG0020100,loss,Dalea_mollis,F,b,loss
Mimosa_aculeaticarpa,0.260934,OG0020100,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_aculeaticarpa,0.0833839,OG0020101,loss,Mimosa_aculeaticarpa,M,a,loss
Calliandra_eriophylla,0.0833839,OG0020101,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.0542456,OG0020101,loss,Calliandra_humilis,F,c,loss
Dalea_mollis1,0.0542456,OG0020101,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.0833839,OG0020101,loss,Dalea_mollissima,M,b,loss
Mimosa_grahamii,0.0542456,OG0020101,loss,Mimosa_grahamii,F,a,loss
Dalea_mollis1,0.248137,OG0020102,loss,Dalea_mollis,F,b,loss
Calliandra_eriophylla,0.127606,OG0020102,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.248137,OG0020102,loss,Calliandra_humilis,F,c,loss
Mimosa_aculeaticarpa,0.127606,OG0020102,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.248137,OG0020102,loss,Mimosa_grahamii,F,a,loss
Dalea_mollissima,0.127606,OG0020102,loss,Dalea_mollissima,M,b,loss
Dalea_mollis1,0.359122,OG0020105,loss,Dalea_mollis,F,b,loss
Mimosa_grahamii,0.359122,OG0020105,loss,Mimosa_grahamii,F,a,loss
Mimosa_aculeaticarpa,0.243825,OG0020105,loss,Mimosa_aculeaticarpa,M,a,loss
Calliandra_eriophylla,0.243825,OG0020105,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.359122,OG0020105,loss,Calliandra_humilis,F,c,loss
Dalea_mollissima,0.243825,OG0020105,loss,Dalea_mollissima,M,b,loss
Mimosa_grahamii,0.190575,OG0020111,loss,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.0924449,OG0020111,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.190575,OG0020111,loss,Calliandra_humilis,F,c,loss
Dalea_mollis1,0.190575,OG0020111,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.0924449,OG0020111,loss,Dalea_mollissima,M,b,loss
Mimosa_aculeaticarpa,0.0924449,OG0020111,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.119465,OG0020112,loss,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.0520368,OG0020112,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.119465,OG0020112,loss,Calliandra_humilis,F,c,loss
Dalea_mollis1,0.119465,OG0020112,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.0520368,OG0020112,loss,Dalea_mollissima,M,b,loss
Mimosa_aculeaticarpa,0.0520368,OG0020112,loss,Mimosa_aculeaticarpa,M,a,loss
Calliandra_humilis,0.437457,OG0020114,loss,Calliandra_humilis,F,c,loss
Mimosa_aculeaticarpa,0.239872,OG0020114,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.437457,OG0020114,loss,Mimosa_grahamii,F,a,loss
Dalea_mollis1,0.437457,OG0020114,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.239872,OG0020114,loss,Dalea_mollissima,M,b,loss
Calliandra_eriophylla,0.239872,OG0020114,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.252268,OG0020116,loss,Calliandra_humilis,F,c,loss
Mimosa_aculeaticarpa,0.343415,OG0020116,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.252268,OG0020116,loss,Mimosa_grahamii,F,a,loss
Dalea_mollis1,0.252268,OG0020116,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.343415,OG0020116,loss,Dalea_mollissima,M,b,loss
Calliandra_eriophylla,0.343415,OG0020116,loss,Calliandra_eriophylla,M,c,loss
Dalea_mollis1,0.11018,OG0020117,loss,Dalea_mollis,F,b,loss
Calliandra_humilis,0.11018,OG0020117,loss,Calliandra_humilis,F,c,loss
Calliandra_eriophylla,0.112472,OG0020117,loss,Calliandra_eriophylla,M,c,loss
Mimosa_aculeaticarpa,0.112472,OG0020117,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.11018,OG0020117,loss,Mimosa_grahamii,F,a,loss
Dalea_mollissima,0.112472,OG0020117,loss,Dalea_mollissima,M,b,loss
Dalea_mollis1,0.0686365,OG0020118,loss,Dalea_mollis,F,b,loss
Mimosa_grahamii,0.0686365,OG0020118,loss,Mimosa_grahamii,F,a,loss
Mimosa_aculeaticarpa,0.229961,OG0020118,loss,Mimosa_aculeaticarpa,M,a,loss
Calliandra_eriophylla,0.229961,OG0020118,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.0686365,OG0020118,loss,Calliandra_humilis,F,c,loss
Dalea_mollissima,0.229961,OG0020118,loss,Dalea_mollissima,M,b,loss
Mimosa_aculeaticarpa,0.205744,OG0020120,loss,Mimosa_aculeaticarpa,M,a,loss
Calliandra_eriophylla,0.205744,OG0020120,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.0297999,OG0020120,loss,Calliandra_humilis,F,c,loss
Dalea_mollis1,0.0297999,OG0020120,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.205744,OG0020120,loss,Dalea_mollissima,M,b,loss
Mimosa_grahamii,0.0297999,OG0020120,loss,Mimosa_grahamii,F,a,loss
Mimosa_grahamii,0.237496,OG0020122,loss,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.396437,OG0020122,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.237496,OG0020122,loss,Calliandra_humilis,F,c,loss
Dalea_mollis1,0.237496,OG0020122,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.396437,OG0020122,loss,Dalea_mollissima,M,b,loss
Mimosa_aculeaticarpa,0.396437,OG0020122,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.125684,OG0020123,loss,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.136336,OG0020123,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.125684,OG0020123,loss,Calliandra_humilis,F,c,loss
Dalea_mollis1,0.125684,OG0020123,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.136336,OG0020123,loss,Dalea_mollissima,M,b,loss
Mimosa_aculeaticarpa,0.136336,OG0020123,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_aculeaticarpa,0.122589,OG0020127,loss,Mimosa_aculeaticarpa,M,a,loss
Calliandra_humilis,0.1664,OG0020127,loss,Calliandra_humilis,F,c,loss
Calliandra_eriophylla,0.122589,OG0020127,loss,Calliandra_eriophylla,M,c,loss
Dalea_mollis1,0.1664,OG0020127,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.122589,OG0020127,loss,Dalea_mollissima,M,b,loss
Mimosa_grahamii,0.1664,OG0020127,loss,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.269581,OG0020128,loss,Calliandra_eriophylla,M,c,loss
Dalea_mollis1,0.271559,OG0020128,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.269581,OG0020128,loss,Dalea_mollissima,M,b,loss
Mimosa_grahamii,0.271559,OG0020128,loss,Mimosa_grahamii,F,a,loss
Mimosa_aculeaticarpa,0.269581,OG0020128,loss,Mimosa_aculeaticarpa,M,a,loss
Calliandra_humilis,0.271559,OG0020128,loss,Calliandra_humilis,F,c,loss
Dalea_mollis1,0.110919,OG0020133,loss,Dalea_mollis,F,b,loss
Calliandra_humilis,0.110919,OG0020133,loss,Calliandra_humilis,F,c,loss
Calliandra_eriophylla,0.0934148,OG0020133,loss,Calliandra_eriophylla,M,c,loss
Mimosa_grahamii,0.110919,OG0020133,loss,Mimosa_grahamii,F,a,loss
Mimosa_aculeaticarpa,0.0934148,OG0020133,loss,Mimosa_aculeaticarpa,M,a,loss
Dalea_mollissima,0.0934148,OG0020133,loss,Dalea_mollissima,M,b,loss
Mimosa_grahamii,0.139599,OG0020135,loss,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.236844,OG0020135,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.139599,OG0020135,loss,Calliandra_humilis,F,c,loss
Dalea_mollis1,0.139599,OG0020135,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.236844,OG0020135,loss,Dalea_mollissima,M,b,loss
Mimosa_aculeaticarpa,0.236844,OG0020135,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.320028,OG0020139,loss,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.282897,OG0020139,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.320028,OG0020139,loss,Calliandra_humilis,F,c,loss
Dalea_mollis1,0.320028,OG0020139,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.282897,OG0020139,loss,Dalea_mollissima,M,b,loss
Mimosa_aculeaticarpa,0.282897,OG0020139,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.133206,OG0020140,loss,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.0918848,OG0020140,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.133206,OG0020140,loss,Calliandra_humilis,F,c,loss
Dalea_mollis1,0.133206,OG0020140,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.0918848,OG0020140,loss,Dalea_mollissima,M,b,loss
Mimosa_aculeaticarpa,0.0918848,OG0020140,loss,Mimosa_aculeaticarpa,M,a,loss
Dalea_mollis1,0.10925,OG0020143,loss,Dalea_mollis,F,b,loss
Mimosa_aculeaticarpa,0.120959,OG0020143,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.10925,OG0020143,loss,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.120959,OG0020143,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.10925,OG0020143,loss,Calliandra_humilis,F,c,loss
Dalea_mollissima,0.120959,OG0020143,loss,Dalea_mollissima,M,b,loss
Mimosa_grahamii,0.0881182,OG0020145,loss,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.0380029,OG0020145,loss,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.0881182,OG0020145,loss,Calliandra_humilis,F,c,loss
Dalea_mollis1,0.0881182,OG0020145,loss,Dalea_mollis,F,b,loss
Dalea_mollissima,0.0380029,OG0020145,loss,Dalea_mollissima,M,b,loss
Mimosa_aculeaticarpa,0.0380029,OG0020145,loss,Mimosa_aculeaticarpa,M,a,loss
Dalea_mollis1,0.101136,OG0020151,loss,Dalea_mollis,F,b,loss
Calliandra_humilis,0.101136,OG0020151,loss,Calliandra_humilis,F,c,loss
Calliandra_eriophylla,0.128425,OG0020151,loss,Calliandra_eriophylla,M,c,loss
Mimosa_aculeaticarpa,0.128425,OG0020151,loss,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.101136,OG0020151,loss,Mimosa_grahamii,F,a,loss
Dalea_mollissima,0.128425,OG0020151,loss,Dalea_mollissima,M,b,loss
Dalea_mollis1,0.24711,OG0020155,loss,Dalea_mollis,F,b,loss
Calliandra_humilis,0.24711,OG0020155,loss,Calliandra_humilis,F,c,loss
Calliandra_eriophylla,0.135166,OG0020155,loss,Calliandra_eriophylla,M,c,loss
Mimosa_grahamii,0.24711,OG0020155,loss,Mimosa_grahamii,F,a,loss
Mimosa_aculeaticarpa,0.135166,OG0020155,loss,Mimosa_aculeaticarpa,M,a,loss
Dalea_mollissima,0.135166,OG0020155,loss,Dalea_mollissima,M,b,loss
Dalea_mollis1,0.0528001,OG0020156,loss,Dalea_mollis,F,b,loss
